4.217062473297119141e+00,-2.000238299369812012e-01
-2.039344310760498047e-01,-1.302989959716796875e+00
2.062695980072021484e+00,2.529175996780395508e+00
-2.065498352050781250e+00,5.182881355285644531e+00
-3.114191770553588867e+00,2.616730928421020508e+00
1.555325508117675781e+00,3.515660524368286133e+00
-3.804176449775695801e-01,-2.377465724945068359e+00
2.933378458023071289e+00,7.548674345016479492e-01
6.130158901214599609e-02,1.471711635589599609e+00
4.217062473297119141e+00,-2.000238299369812012e-01
